SiteName,MonitorDate,Concentration,ItemUnit
彰化,2017-07-18,17,μg/m3
忠明,2017-07-18,18,μg/m3
豐原,2017-07-18,21,μg/m3
三義,2017-07-18,20,μg/m3
苗栗,2017-07-18,18,μg/m3
新竹,2017-07-18,17,μg/m3
竹東,2017-07-18,22,μg/m3
平鎮,2017-07-18,15,μg/m3
桃園,2017-07-18,17,μg/m3
萬華,2017-07-18,17,μg/m3
士林,2017-07-18,15,μg/m3
板橋,2017-07-18,19,μg/m3
汐止,2017-07-18,18,μg/m3
基隆,2017-07-18,15,μg/m3
馬公,2017-07-15,8,μg/m3
金門,2017-07-15,7,μg/m3
馬祖,2017-07-15,10,μg/m3
宜蘭,2017-07-15,5,μg/m3
陽明,2017-07-15,6,μg/m3
花蓮,2017-07-15,4,μg/m3
臺東,2017-07-15,3,μg/m3
恆春,2017-07-15,2,μg/m3
屏東,2017-07-15,17,μg/m3
前金,2017-07-15,14,μg/m3
美濃,2017-07-15,13,μg/m3
臺南,2017-07-15,15,μg/m3
新營,2017-07-15,14,μg/m3
嘉義,2017-07-15,14,μg/m3
朴子,2017-07-15,15,μg/m3
斗六,2017-07-15,13,μg/m3
南投,2017-07-15,10,μg/m3
彰化,2017-07-15,10,μg/m3
忠明,2017-07-15,10,μg/m3
豐原,2017-07-15,10,μg/m3
三義,2017-07-15,10,μg/m3
苗栗,2017-07-15,,μg/m3
新竹,2017-07-15,10,μg/m3
竹東,2017-07-15,15,μg/m3
平鎮,2017-07-15,12,μg/m3
桃園,2017-07-15,13,μg/m3
萬華,2017-07-15,9,μg/m3
士林,2017-07-15,7,μg/m3
板橋,2017-07-15,12,μg/m3
汐止,2017-07-15,6,μg/m3
基隆,2017-07-15,5,μg/m3
馬公,2017-07-12,6,μg/m3
金門,2017-07-12,8,μg/m3
馬祖,2017-07-12,11,μg/m3
宜蘭,2017-07-12,10,μg/m3
陽明,2017-07-12,11,μg/m3
花蓮,2017-07-12,5,μg/m3
臺東,2017-07-12,4,μg/m3
恆春,2017-07-12,3,μg/m3
屏東,2017-07-12,10,μg/m3
前金,2017-07-12,8,μg/m3
美濃,2017-07-12,8,μg/m3
臺南,2017-07-12,8,μg/m3
新營,2017-07-12,10,μg/m3
嘉義,2017-07-12,10,μg/m3
朴子,2017-07-12,11,μg/m3
斗六,2017-07-12,11,μg/m3
南投,2017-07-12,10,μg/m3
彰化,2017-07-12,11,μg/m3
忠明,2017-07-12,11,μg/m3
豐原,2017-07-12,10,μg/m3
三義,2017-07-12,10,μg/m3
苗栗,2017-07-12,9,μg/m3
新竹,2017-07-12,9,μg/m3
竹東,2017-07-12,11,μg/m3
平鎮,2017-07-12,12,μg/m3
桃園,2017-07-12,20,μg/m3
萬華,2017-07-12,20,μg/m3
士林,2017-07-12,15,μg/m3
板橋,2017-07-12,23,μg/m3
汐止,2017-07-12,21,μg/m3
基隆,2017-07-12,15,μg/m3
馬公,2017-07-09,5,μg/m3
金門,2017-07-09,7,μg/m3
馬祖,2017-07-09,9,μg/m3
宜蘭,2017-07-09,10,μg/m3
陽明,2017-07-09,6,μg/m3
花蓮,2017-07-09,5,μg/m3
臺東,2017-07-09,5,μg/m3
恆春,2017-07-09,2,μg/m3
屏東,2017-07-09,9,μg/m3
前金,2017-07-09,6,μg/m3
美濃,2017-07-09,7,μg/m3
臺南,2017-07-09,5,μg/m3
新營,2017-07-09,7,μg/m3
嘉義,2017-07-09,8,μg/m3
朴子,2017-07-09,,μg/m3
斗六,2017-07-09,8,μg/m3
南投,2017-07-09,12,μg/m3
彰化,2017-07-09,8,μg/m3
忠明,2017-07-09,9,μg/m3
豐原,2017-07-09,10,μg/m3
三義,2017-07-09,9,μg/m3
苗栗,2017-07-09,8,μg/m3
新竹,2017-07-09,8,μg/m3
竹東,2017-07-09,8,μg/m3
平鎮,2017-07-09,8,μg/m3
桃園,2017-07-09,12,μg/m3
萬華,2017-07-09,12,μg/m3
士林,2017-07-09,10,μg/m3
板橋,2017-07-09,11,μg/m3
汐止,2017-07-09,12,μg/m3
基隆,2017-07-09,11,μg/m3
馬公,2017-07-06,7,μg/m3
金門,2017-07-06,9,μg/m3
馬祖,2017-07-06,13,μg/m3
宜蘭,2017-07-06,6,μg/m3
陽明,2017-07-06,6,μg/m3
花蓮,2017-07-06,4,μg/m3
臺東,2017-07-06,4,μg/m3
恆春,2017-07-06,2,μg/m3
屏東,2017-07-06,13,μg/m3
前金,2017-07-06,9,μg/m3
美濃,2017-07-06,11,μg/m3
臺南,2017-07-06,9,μg/m3
新營,2017-07-06,9,μg/m3
嘉義,2017-07-06,11,μg/m3
朴子,2017-07-06,9,μg/m3
斗六,2017-07-06,13,μg/m3
南投,2017-07-06,13,μg/m3
彰化,2017-07-06,13,μg/m3
忠明,2017-07-06,13,μg/m3
豐原,2017-07-06,11,μg/m3
三義,2017-07-06,11,μg/m3
苗栗,2017-07-06,11,μg/m3
新竹,2017-07-06,10,μg/m3
竹東,2017-07-06,9,μg/m3
平鎮,2017-07-06,10,μg/m3
桃園,2017-07-06,12,μg/m3
萬華,2017-07-06,10,μg/m3
士林,2017-07-06,10,μg/m3
板橋,2017-07-06,11,μg/m3
汐止,2017-07-06,8,μg/m3
基隆,2017-07-06,6,μg/m3
馬公,2017-07-03,6,μg/m3
金門,2017-07-03,6,μg/m3
馬祖,2017-07-03,10,μg/m3
宜蘭,2017-07-03,6,μg/m3
陽明,2017-07-03,5,μg/m3
花蓮,2017-07-03,5,μg/m3
臺東,2017-07-03,4,μg/m3
恆春,2017-07-03,3,μg/m3
屏東,2017-07-03,,μg/m3
前金,2017-07-03,7,μg/m3
美濃,2017-07-03,7,μg/m3
臺南,2017-07-03,5,μg/m3
新營,2017-07-03,7,μg/m3
嘉義,2017-07-03,6,μg/m3
朴子,2017-07-03,6,μg/m3
斗六,2017-07-03,7,μg/m3
南投,2017-07-03,6,μg/m3
彰化,2017-07-03,,μg/m3
忠明,2017-07-03,6,μg/m3
豐原,2017-07-03,7,μg/m3
三義,2017-07-03,7,μg/m3
苗栗,2017-07-03,,μg/m3
新竹,2017-07-03,8,μg/m3
竹東,2017-07-03,8,μg/m3
平鎮,2017-07-03,8,μg/m3
桃園,2017-07-03,10,μg/m3
萬華,2017-07-03,10,μg/m3
士林,2017-07-03,8,μg/m3
板橋,2017-07-03,10,μg/m3
汐止,2017-07-03,10,μg/m3
基隆,2017-07-03,8,μg/m3
馬公,2017-06-30,8,μg/m3
金門,2017-06-30,8,μg/m3
馬祖,2017-06-30,13,μg/m3
宜蘭,2017-06-30,12,μg/m3
陽明,2017-06-30,17,μg/m3
花蓮,2017-06-30,5,μg/m3
臺東,2017-06-30,,μg/m3
恆春,2017-06-30,2,μg/m3
屏東,2017-06-30,10,μg/m3
前金,2017-06-30,9,μg/m3
美濃,2017-06-30,8,μg/m3
臺南,2017-06-30,8,μg/m3
新營,2017-06-30,12,μg/m3
嘉義,2017-06-30,12,μg/m3
朴子,2017-06-30,12,μg/m3
斗六,2017-06-30,15,μg/m3
南投,2017-06-30,12,μg/m3
彰化,2017-06-30,14,μg/m3
忠明,2017-06-30,17,μg/m3
豐原,2017-06-30,18,μg/m3
三義,2017-06-30,15,μg/m3
苗栗,2017-06-30,15,μg/m3
新竹,2017-06-30,17,μg/m3
竹東,2017-06-30,15,μg/m3
平鎮,2017-06-30,18,μg/m3
桃園,2017-06-30,22,μg/m3
萬華,2017-06-30,24,μg/m3
士林,2017-06-30,22,μg/m3
板橋,2017-06-30,24,μg/m3
汐止,2017-06-30,24,μg/m3
基隆,2017-06-30,21,μg/m3
馬公,2017-06-27,6,μg/m3
金門,2017-06-27,10,μg/m3
馬祖,2017-06-27,12,μg/m3
宜蘭,2017-06-27,9,μg/m3
陽明,2017-06-27,8,μg/m3
花蓮,2017-06-27,10,μg/m3
臺東,2017-06-27,11,μg/m3
恆春,2017-06-27,6,μg/m3
屏東,2017-06-27,9,μg/m3
前金,2017-06-27,6,μg/m3
美濃,2017-06-27,7,μg/m3
臺南,2017-06-27,6,μg/m3
新營,2017-06-27,7,μg/m3
嘉義,2017-06-27,7,μg/m3
朴子,2017-06-27,8,μg/m3
斗六,2017-06-27,12,μg/m3
南投,2017-06-27,14,μg/m3
彰化,2017-06-27,9,μg/m3
忠明,2017-06-27,10,μg/m3
豐原,2017-06-27,10,μg/m3
三義,2017-06-27,10,μg/m3
苗栗,2017-06-27,9,μg/m3
新竹,2017-06-27,10,μg/m3
竹東,2017-06-27,10,μg/m3
平鎮,2017-06-27,12,μg/m3
桃園,2017-06-27,12,μg/m3
萬華,2017-06-27,13,μg/m3
士林,2017-06-27,11,μg/m3
板橋,2017-06-27,10,μg/m3
汐止,2017-06-27,12,μg/m3
基隆,2017-06-27,13,μg/m3
馬公,2017-06-24,5,μg/m3
金門,2017-06-24,8,μg/m3
馬祖,2017-06-24,10,μg/m3
宜蘭,2017-06-24,12,μg/m3
陽明,2017-06-24,8,μg/m3
花蓮,2017-06-24,11,μg/m3
臺東,2017-06-24,10,μg/m3
恆春,2017-06-24,5,μg/m3
屏東,2017-06-24,9,μg/m3
前金,2017-06-24,6,μg/m3
美濃,2017-06-24,8,μg/m3
臺南,2017-06-24,6,μg/m3
新營,2017-06-24,,μg/m3
嘉義,2017-06-24,7,μg/m3
朴子,2017-06-24,7,μg/m3
斗六,2017-06-24,7,μg/m3
南投,2017-06-24,9,μg/m3
彰化,2017-06-24,10,μg/m3
忠明,2017-06-24,9,μg/m3
豐原,2017-06-24,10,μg/m3
三義,2017-06-24,8,μg/m3
苗栗,2017-06-24,7,μg/m3
新竹,2017-06-24,9,μg/m3
竹東,2017-06-24,10,μg/m3
平鎮,2017-06-24,9,μg/m3
桃園,2017-06-24,10,μg/m3
萬華,2017-06-24,11,μg/m3
士林,2017-06-24,10,μg/m3
板橋,2017-06-24,10,μg/m3
汐止,2017-06-24,13,μg/m3
基隆,2017-06-24,14,μg/m3
馬公,2017-06-21,7,μg/m3
金門,2017-06-21,7,μg/m3
馬祖,2017-06-21,9,μg/m3
宜蘭,2017-06-21,12,μg/m3
陽明,2017-06-21,7,μg/m3
花蓮,2017-06-21,11,μg/m3
臺東,2017-06-21,9,μg/m3
恆春,2017-06-21,,μg/m3
