SiteName,MonitorDate,Concentration,ItemUnit
苗栗,2016-10-09,6,μg/m3
新竹,2016-10-09,6,μg/m3
竹東,2016-10-09,3,μg/m3
平鎮,2016-10-09,5,μg/m3
桃園,2016-10-09,5,μg/m3
萬華,2016-10-09,5,μg/m3
士林,2016-10-09,2,μg/m3
板橋,2016-10-09,5,μg/m3
汐止,2016-10-09,4,μg/m3
基隆,2016-10-09,,μg/m3
馬公,2016-10-06,13,μg/m3
金門,2016-10-06,14,μg/m3
馬祖,2016-10-06,15,μg/m3
宜蘭,2016-10-06,3,μg/m3
陽明,2016-10-06,,μg/m3
花蓮,2016-10-06,5,μg/m3
臺東,2016-10-06,4,μg/m3
恆春,2016-10-06,3,μg/m3
屏東,2016-10-06,26,μg/m3
前金,2016-10-06,23,μg/m3
美濃,2016-10-06,23,μg/m3
臺南,2016-10-06,27,μg/m3
新營,2016-10-06,31,μg/m3
嘉義,2016-10-06,34,μg/m3
朴子,2016-10-06,31,μg/m3
斗六,2016-10-06,41,μg/m3
南投,2016-10-06,40,μg/m3
彰化,2016-10-06,46,μg/m3
忠明,2016-10-06,45,μg/m3
豐原,2016-10-06,,μg/m3
三義,2016-10-06,,μg/m3
苗栗,2016-10-06,39,μg/m3
新竹,2016-10-06,22,μg/m3
竹東,2016-10-06,34,μg/m3
平鎮,2016-10-06,4,μg/m3
桃園,2016-10-06,4,μg/m3
萬華,2016-10-06,4,μg/m3
士林,2016-10-06,3,μg/m3
板橋,2016-10-06,4,μg/m3
汐止,2016-10-06,4,μg/m3
基隆,2016-10-06,4,μg/m3
馬公,2016-10-03,8,μg/m3
金門,2016-10-03,16,μg/m3
馬祖,2016-10-03,11,μg/m3
宜蘭,2016-10-03,8,μg/m3
陽明,2016-10-03,6,μg/m3
花蓮,2016-10-03,8,μg/m3
臺東,2016-10-03,5,μg/m3
恆春,2016-10-03,11,μg/m3
屏東,2016-10-03,24,μg/m3
前金,2016-10-03,23,μg/m3
美濃,2016-10-03,18,μg/m3
臺南,2016-10-03,19,μg/m3
新營,2016-10-03,25,μg/m3
嘉義,2016-10-03,,μg/m3
朴子,2016-10-03,14,μg/m3
斗六,2016-10-03,37,μg/m3
南投,2016-10-03,24,μg/m3
彰化,2016-10-03,26,μg/m3
忠明,2016-10-03,25,μg/m3
豐原,2016-10-03,20,μg/m3
三義,2016-10-03,16,μg/m3
苗栗,2016-10-03,16,μg/m3
新竹,2016-10-03,14,μg/m3
竹東,2016-10-03,12,μg/m3
平鎮,2016-10-03,12,μg/m3
桃園,2016-10-03,12,μg/m3
萬華,2016-10-03,9,μg/m3
士林,2016-10-03,9,μg/m3
板橋,2016-10-03,10,μg/m3
汐止,2016-10-03,10,μg/m3
基隆,2016-10-03,10,μg/m3
馬公,2016-09-30,22,μg/m3
金門,2016-09-30,16,μg/m3
馬祖,2016-09-30,16,μg/m3
宜蘭,2016-09-30,9,μg/m3
陽明,2016-09-30,13,μg/m3
花蓮,2016-09-30,10,μg/m3
臺東,2016-09-30,8,μg/m3
恆春,2016-09-30,4,μg/m3
屏東,2016-09-30,16,μg/m3
前金,2016-09-30,18,μg/m3
美濃,2016-09-30,11,μg/m3
臺南,2016-09-30,,μg/m3
新營,2016-09-30,18,μg/m3
嘉義,2016-09-30,19,μg/m3
朴子,2016-09-30,22,μg/m3
斗六,2016-09-30,,μg/m3
南投,2016-09-30,16,μg/m3
彰化,2016-09-30,19,μg/m3
忠明,2016-09-30,18,μg/m3
豐原,2016-09-30,16,μg/m3
三義,2016-09-30,,μg/m3
苗栗,2016-09-30,17,μg/m3
新竹,2016-09-30,16,μg/m3
竹東,2016-09-30,15,μg/m3
平鎮,2016-09-30,,μg/m3
桃園,2016-09-30,25,μg/m3
萬華,2016-09-30,21,μg/m3
士林,2016-09-30,21,μg/m3
板橋,2016-09-30,21,μg/m3
汐止,2016-09-30,16,μg/m3
基隆,2016-09-30,8,μg/m3
馬公,2016-09-27,,μg/m3
金門,2016-09-27,9,μg/m3
馬祖,2016-09-27,10,μg/m3
宜蘭,2016-09-27,11,μg/m3
陽明,2016-09-27,,μg/m3
花蓮,2016-09-27,10,μg/m3
臺東,2016-09-27,12,μg/m3
恆春,2016-09-27,,μg/m3
屏東,2016-09-27,10,μg/m3
前金,2016-09-27,13,μg/m3
美濃,2016-09-27,12,μg/m3
臺南,2016-09-27,13,μg/m3
新營,2016-09-27,10,μg/m3
嘉義,2016-09-27,8,μg/m3
朴子,2016-09-27,13,μg/m3
斗六,2016-09-27,,μg/m3
南投,2016-09-27,7,μg/m3
彰化,2016-09-27,10,μg/m3
忠明,2016-09-27,7,μg/m3
豐原,2016-09-27,3,μg/m3
三義,2016-09-27,3,μg/m3
苗栗,2016-09-27,7,μg/m3
新竹,2016-09-27,7,μg/m3
竹東,2016-09-27,,μg/m3
平鎮,2016-09-27,5,μg/m3
桃園,2016-09-27,4,μg/m3
萬華,2016-09-27,6,μg/m3
士林,2016-09-27,5,μg/m3
板橋,2016-09-27,5,μg/m3
汐止,2016-09-27,,μg/m3
基隆,2016-09-27,,μg/m3
馬公,2016-09-24,13,μg/m3
金門,2016-09-24,,μg/m3
馬祖,2016-09-24,18,μg/m3
宜蘭,2016-09-24,13,μg/m3
陽明,2016-09-24,11,μg/m3
花蓮,2016-09-24,12,μg/m3
臺東,2016-09-24,10,μg/m3
恆春,2016-09-24,9,μg/m3
屏東,2016-09-24,35,μg/m3
前金,2016-09-24,27,μg/m3
美濃,2016-09-24,28,μg/m3
臺南,2016-09-24,25,μg/m3
新營,2016-09-24,25,μg/m3
嘉義,2016-09-24,28,μg/m3
朴子,2016-09-24,,μg/m3
斗六,2016-09-24,29,μg/m3
南投,2016-09-24,27,μg/m3
彰化,2016-09-24,,μg/m3
忠明,2016-09-24,22,μg/m3
豐原,2016-09-24,23,μg/m3
三義,2016-09-24,21,μg/m3
苗栗,2016-09-24,17,μg/m3
新竹,2016-09-24,14,μg/m3
竹東,2016-09-24,14,μg/m3
平鎮,2016-09-24,13,μg/m3
桃園,2016-09-24,14,μg/m3
萬華,2016-09-24,14,μg/m3
士林,2016-09-24,16,μg/m3
板橋,2016-09-24,14,μg/m3
汐止,2016-09-24,14,μg/m3
基隆,2016-09-24,13,μg/m3
馬公,2016-09-21,13,μg/m3
金門,2016-09-21,22,μg/m3
馬祖,2016-09-21,22,μg/m3
宜蘭,2016-09-21,12,μg/m3
陽明,2016-09-21,,μg/m3
花蓮,2016-09-21,14,μg/m3
臺東,2016-09-21,11,μg/m3
恆春,2016-09-21,10,μg/m3
屏東,2016-09-21,28,μg/m3
前金,2016-09-21,32,μg/m3
美濃,2016-09-21,25,μg/m3
臺南,2016-09-21,27,μg/m3
新營,2016-09-21,24,μg/m3
嘉義,2016-09-21,27,μg/m3
朴子,2016-09-21,21,μg/m3
斗六,2016-09-21,27,μg/m3
南投,2016-09-21,23,μg/m3
彰化,2016-09-21,19,μg/m3
忠明,2016-09-21,19,μg/m3
豐原,2016-09-21,18,μg/m3
三義,2016-09-21,15,μg/m3
苗栗,2016-09-21,15,μg/m3
新竹,2016-09-21,12,μg/m3
竹東,2016-09-21,11,μg/m3
平鎮,2016-09-21,14,μg/m3
桃園,2016-09-21,13,μg/m3
萬華,2016-09-21,14,μg/m3
士林,2016-09-21,15,μg/m3
板橋,2016-09-21,13,μg/m3
汐止,2016-09-21,14,μg/m3
基隆,2016-09-21,12,μg/m3
馬公,2016-09-18,7,μg/m3
金門,2016-09-18,10,μg/m3
馬祖,2016-09-18,,μg/m3
宜蘭,2016-09-18,,μg/m3
陽明,2016-09-18,,μg/m3
花蓮,2016-09-18,,μg/m3
臺東,2016-09-18,8,μg/m3
恆春,2016-09-18,12,μg/m3
屏東,2016-09-18,14,μg/m3
前金,2016-09-18,15,μg/m3
美濃,2016-09-18,12,μg/m3
臺南,2016-09-18,12,μg/m3
新營,2016-09-18,12,μg/m3
嘉義,2016-09-18,12,μg/m3
朴子,2016-09-18,11,μg/m3
斗六,2016-09-18,13,μg/m3
南投,2016-09-18,12,μg/m3
彰化,2016-09-18,12,μg/m3
忠明,2016-09-18,11,μg/m3
豐原,2016-09-18,10,μg/m3
三義,2016-09-18,,μg/m3
苗栗,2016-09-18,12,μg/m3
新竹,2016-09-18,13,μg/m3
竹東,2016-09-18,12,μg/m3
平鎮,2016-09-18,,μg/m3
桃園,2016-09-18,,μg/m3
萬華,2016-09-18,,μg/m3
士林,2016-09-18,,μg/m3
板橋,2016-09-18,,μg/m3
汐止,2016-09-18,,μg/m3
基隆,2016-09-18,,μg/m3
馬公,2016-09-15,,μg/m3
金門,2016-09-15,13,μg/m3
馬祖,2016-09-15,7,μg/m3
宜蘭,2016-09-15,6,μg/m3
陽明,2016-09-15,2,μg/m3
花蓮,2016-09-15,4,μg/m3
臺東,2016-09-15,,μg/m3
恆春,2016-09-15,,μg/m3
屏東,2016-09-15,,μg/m3
前金,2016-09-15,,μg/m3
美濃,2016-09-15,,μg/m3
臺南,2016-09-15,,μg/m3
新營,2016-09-15,,μg/m3
嘉義,2016-09-15,,μg/m3
朴子,2016-09-15,,μg/m3
斗六,2016-09-15,8,μg/m3
南投,2016-09-15,9,μg/m3
彰化,2016-09-15,10,μg/m3
忠明,2016-09-15,14,μg/m3
豐原,2016-09-15,6,μg/m3
三義,2016-09-15,6,μg/m3
苗栗,2016-09-15,9,μg/m3
新竹,2016-09-15,14,μg/m3
竹東,2016-09-15,11,μg/m3
平鎮,2016-09-15,16,μg/m3
桃園,2016-09-15,,μg/m3
萬華,2016-09-15,7,μg/m3
士林,2016-09-15,5,μg/m3
板橋,2016-09-15,13,μg/m3
汐止,2016-09-15,9,μg/m3
基隆,2016-09-15,4,μg/m3
馬公,2016-09-12,11,μg/m3
金門,2016-09-12,11,μg/m3
馬祖,2016-09-12,7,μg/m3
宜蘭,2016-09-12,12,μg/m3
陽明,2016-09-12,5,μg/m3
花蓮,2016-09-12,10,μg/m3
臺東,2016-09-12,7,μg/m3
恆春,2016-09-12,4,μg/m3
